ID,OUTCOME
303713,0.0
141107,0.0
447316,0.0
196066,0.0
179947,0.0
246300,0.0
182549,1.0
304827,1.0
591944,1.0
142876,0.0
39397,0.0
445679,1.0
605134,1.0
208970,0.0
143299,0.0
198060,1.0
222808,0.0
796912,1.0
309406,1.0
206092,1.0
121864,0.0
453905,0.0
150341,1.0
384578,0.0
298074,1.0
862202,1.0
747637,0.0
438387,0.0
479943,0.0
433621,0.0
231068,1.0
192,1.0
3264,1.0
211300,0.0
3559,1.0
865863,0.0
49560,0.0
445364,1.0
900068,1.0
306028,1.0
185943,0.0
252156,1.0
100202,1.0
51349,1.0
239813,1.0
118555,1.0
781829,0.0
320998,1.0
489559,1.0
352687,0.0
581445,0.0
459677,1.0
91360,1.0
96404,1.0
635499,1.0
277024,0.0
670445,1.0
949010,1.0
218511,1.0
311673,0.0
290251,1.0
388081,0.0
320940,1.0
72973,0.0
773868,0.0
276638,1.0
132294,0.0
230964,1.0
58061,1.0
713852,1.0
458239,0.0
611295,1.0
28592,0.0
761461,1.0
365595,1.0
985643,1.0
261931,0.0
116049,0.0
77675,1.0
990030,0.0
91560,1.0
567131,1.0
76281,1.0
257917,1.0
147855,0.0
467581,0.0
209364,0.0
928104,0.0
84466,0.0
46560,0.0
554413,0.0
599762,0.0
908314,0.0
683866,1.0
263899,0.0
20028,0.0
284335,0.0
479848,1.0
665280,1.0
127128,0.0
711926,0.0
238915,1.0
313173,0.0
472996,1.0
134115,1.0
121,1.0
573224,1.0
5415,0.0
167285,1.0
25342,1.0
264346,0.0
430027,0.0
323593,0.0
110520,0.0
459797,1.0
47782,1.0
18105,0.0
645894,1.0
57827,0.0
48371,0.0
234297,1.0
762885,0.0
408569,0.0
842565,1.0
748350,0.0
51301,1.0
388577,0.0
58577,1.0
150473,1.0
434668,1.0
301885,0.0
181709,1.0
447807,1.0
45757,1.0
619400,1.0
723925,0.0
195611,0.0
827781,0.0
894399,0.0
711612,1.0
932752,1.0
658499,1.0
227185,1.0
134950,0.0
46382,1.0
243569,0.0
79263,0.0
236757,1.0
778228,1.0
351840,1.0
326692,1.0
362213,1.0
500992,1.0
57525,1.0
784370,0.0
245588,0.0
481489,1.0
819644,1.0
358632,0.0
95227,0.0
376859,0.0
118351,1.0
442871,1.0
91625,0.0
540701,1.0
747723,0.0
795127,1.0
386257,1.0
498504,1.0
845161,1.0
364832,0.0
161985,0.0
640579,1.0
36453,1.0
338151,1.0
82975,0.0
110957,1.0
476428,0.0
403586,1.0
88249,0.0
166961,0.0
847715,1.0
683639,0.0
154880,1.0
206229,1.0
155419,1.0
21931,1.0
600531,1.0
585215,1.0
308726,1.0
274115,1.0
579007,0.0
303310,0.0
820732,0.0
293345,0.0
458864,0.0
741932,1.0
213472,1.0
438738,1.0
67317,0.0
65027,0.0
717993,1.0
521522,1.0
118144,1.0
95934,1.0
17473,0.0
269249,0.0
642833,1.0
213907,0.0
472420,1.0
347004,1.0
79936,0.0
174040,0.0
378450,1.0
288411,1.0
448945,0.0
801206,0.0
537074,1.0
490970,0.0
558906,0.0
423243,0.0
999705,1.0
447388,0.0
9882,0.0
422993,1.0
553517,0.0
442681,1.0
556368,0.0
569447,1.0
88436,1.0
57836,1.0
362096,1.0
615737,0.0
792271,0.0
877146,0.0
706886,1.0
243080,0.0
794226,1.0
5418,1.0
905111,0.0
108,0.0
558295,1.0
245004,0.0
184208,0.0
39192,1.0
45850,1.0
404856,1.0
260245,0.0
371480,0.0
167290,1.0
326103,1.0
131273,1.0
974847,1.0
749400,0.0
277422,0.0
521047,1.0
33697,1.0
891892,1.0
45169,1.0
21591,0.0
421470,1.0
77326,0.0
902753,1.0
576683,0.0
658572,1.0
211090,0.0
1782,1.0
272967,0.0
247448,0.0
554449,0.0
1730,1.0
761797,0.0
933935,1.0
365153,0.0
451607,0.0
780972,1.0
57909,1.0
61931,1.0
64475,1.0
867532,0.0
802862,0.0
17945,0.0
329449,0.0
657816,0.0
722923,1.0
442398,1.0
714497,1.0
99331,0.0
252584,1.0
428608,0.0
226301,0.0
222758,0.0
722391,1.0
246063,1.0
237833,0.0
117331,0.0
337922,0.0
163019,1.0
812048,0.0
639814,1.0
222436,1.0
142670,1.0
469509,0.0
943360,1.0
1737,1.0
970177,1.0
514702,1.0
314036,0.0
657636,1.0
24253,1.0
682706,0.0
258263,1.0
1768,0.0
125715,1.0
980095,0.0
615078,0.0
552459,0.0
182184,0.0
351550,1.0
601072,1.0
76598,0.0
504060,1.0
408666,1.0
98059,1.0
581351,0.0
361170,1.0
795141,1.0
161969,0.0
46853,0.0
676777,1.0
212239,1.0
90307,1.0
421398,1.0
525019,0.0
181821,0.0
138548,1.0
94464,1.0
748892,0.0
312887,1.0
399794,1.0
942600,1.0
594345,0.0
339456,1.0
383004,1.0
25737,1.0
360634,1.0
520009,1.0
222960,1.0
95030,1.0
438010,1.0
64361,1.0
118501,1.0
625012,0.0
645845,1.0
189025,1.0
202348,1.0
101679,0.0
255479,0.0
429344,0.0
435918,0.0
380543,1.0
493537,1.0
46091,1.0
568791,1.0
310150,0.0
195492,0.0
195131,1.0
631194,1.0
683356,0.0
246930,1.0
362472,0.0
297324,0.0
884314,1.0
802322,0.0
384708,1.0
25603,0.0
89080,1.0
78868,0.0
63302,1.0
487118,0.0
516605,0.0
801858,0.0
285957,0.0
119862,0.0
343192,1.0
468409,0.0
618137,1.0
472147,0.0
343498,1.0
482959,0.0
289303,1.0
224847,0.0
746194,0.0
544463,1.0
309562,0.0
188594,0.0
679614,1.0
126138,1.0
417871,0.0
279284,0.0
304620,0.0
26655,0.0
29127,1.0
495883,0.0
568687,1.0
5367,1.0
982066,1.0
71995,1.0
181078,1.0
842595,0.0
269859,1.0
632101,0.0
143496,0.0
873040,1.0
947136,1.0
626518,1.0
215401,1.0
477764,1.0
966723,1.0
408436,1.0
236499,0.0
552055,1.0
4657,0.0
47070,0.0
978193,0.0
453005,0.0
343351,1.0
450930,1.0
566524,1.0
781682,1.0
107399,1.0
31408,1.0
939962,0.0
533031,0.0
806911,0.0
129400,1.0
573081,0.0
251545,1.0
475157,0.0
147277,1.0
102716,1.0
164108,0.0
322058,1.0
423394,1.0
61928,1.0
507851,1.0
79717,0.0
85042,0.0
17918,0.0
418449,1.0
521,0.0
181545,1.0
692089,1.0
952005,0.0
231076,1.0
475696,1.0
36278,1.0
19319,0.0
43730,1.0
95160,0.0
81065,1.0
111567,0.0
292946,0.0
267311,1.0
449593,1.0
7160,1.0
417600,0.0
548,0.0
318572,1.0
30657,0.0
24820,0.0
888356,1.0
151756,1.0
131931,0.0
493638,0.0
669430,1.0
622564,0.0
228171,1.0
869427,1.0
810883,1.0
900703,1.0
35141,1.0
85030,1.0
675541,1.0
128134,0.0
106156,1.0
391917,0.0
44221,1.0
338249,1.0
